date,temp,dew_pt,hum,wind_spd,wind_gust,dir,vis,pressure,wind_chill,heat_index,precip,precip_rate,precip_total,cond
01/01/2017 00:53,45,24.1,44,10.4,NA,SW,10,29.88,39.7,NA,NA,NA,NA,Overcast
01/01/2017 01:53,45,24.1,44,8.1,NA,SW,10,29.9,40.6,NA,NA,NA,NA,Overcast
01/01/2017 02:53,44.1,23,43,6.9,NA,SW,10,29.91,40.1,NA,NA,NA,NA,Overcast
01/01/2017 03:53,43,23,45,6.9,NA,WSW,10,29.94,38.8,NA,NA,NA,NA,Scattered Clouds
01/01/2017 04:53,44.1,24.1,45,6.9,NA,WSW,10,29.96,40.1,NA,NA,NA,NA,Overcast
01/01/2017 05:53,43,24.1,47,6.9,NA,WSW,10,30,38.8,NA,NA,NA,NA,Clear
01/01/2017 06:53,42.1,24.1,49,6.9,NA,WSW,10,30.03,37.7,NA,NA,NA,NA,Clear
01/01/2017 07:53,41,24.1,51,4.6,NA,WSW,10,30.07,38,NA,NA,NA,NA,Scattered Clouds
01/01/2017 08:53,44.1,26.1,49,5.8,NA,WNW,10,30.12,40.8,NA,NA,NA,NA,Clear
01/01/2017 09:53,46,28,50,6.9,NA,WNW,10,30.16,42.5,NA,NA,NA,NA,Clear
01/01/2017 10:53,48,27,44,13.8,23,NW,10,30.17,NA,NA,NA,NA,NA,Clear
01/01/2017 11:53,48,25,41,12.7,23,WNW,10,30.17,NA,NA,NA,NA,NA,Clear
01/01/2017 12:53,50,24.1,36,8.1,NA,NW,10,30.17,NA,NA,NA,NA,NA,Clear
01/01/2017 13:53,48.9,21,33,6.9,NA,NW,10,30.18,NA,NA,NA,NA,NA,Clear
01/01/2017 14:53,48.9,21.9,35,4.6,NA,West,10,30.21,NA,NA,NA,NA,NA,Clear
01/01/2017 15:53,48,19.9,33,5.8,NA,WNW,10,30.25,NA,NA,NA,NA,NA,Clear
01/01/2017 16:53,46,19.9,35,3.5,NA,NNW,10,30.28,44.8,NA,NA,NA,NA,Clear
01/01/2017 17:53,41,19.9,43,0,NA,North,10,30.3,NA,NA,NA,NA,NA,Clear
01/01/2017 18:53,39,19,45,3.5,NA,North,10,30.33,36.8,NA,NA,NA,NA,Clear
01/01/2017 19:53,36,19.9,52,0,NA,North,10,30.38,NA,NA,NA,NA,NA,Clear
01/01/2017 20:53,33.1,19.9,59,8.1,NA,North,10,30.37,26.1,NA,NA,NA,NA,Clear
01/01/2017 21:53,34,19.9,56,5.8,NA,NNE,10,30.39,28.8,NA,NA,NA,NA,Clear
01/01/2017 22:53,37,21,52,8.1,NA,NE,10,30.39,31,NA,NA,NA,NA,Clear
01/01/2017 23:53,34,21.9,61,0,NA,North,10,30.4,NA,NA,NA,NA,NA,Clear
02/01/2017 00:53,32,21,64,4.6,NA,North,10,30.41,27.5,NA,NA,NA,NA,Clear
02/01/2017 01:53,33.1,21,61,5.8,NA,NNE,10,30.41,27.7,NA,NA,NA,NA,Clear
02/01/2017 02:53,34,23,64,6.9,NA,ENE,10,30.41,28,NA,NA,NA,NA,Clear
02/01/2017 03:53,36,25,64,5.8,NA,ENE,10,30.42,31.1,NA,NA,NA,NA,Clear
02/01/2017 04:53,36,24.1,62,4.6,NA,NNE,10,30.43,32.1,NA,NA,NA,NA,Overcast
02/01/2017 05:53,35.1,27,72,5.8,NA,NE,10,30.43,30.1,NA,0.01,NA,NA,Light Rain
02/01/2017 06:53,35.1,28,76,4.6,NA,NE,10,30.44,31,NA,0.01,NA,NA,Light Rain
02/01/2017 07:53,36,32,86,5.8,NA,ENE,8,30.43,31.1,NA,0.01,NA,NA,Light Rain
02/01/2017 08:53,36,32,86,6.9,NA,NE,10,30.45,30.3,NA,0,NA,NA,Overcast
02/01/2017 09:53,37,33.1,86,8.1,NA,NE,10,30.45,31,NA,0,NA,NA,Overcast
02/01/2017 10:53,39,36,89,8.1,NA,ENE,5,30.43,33.4,NA,0.03,NA,NA,Light Rain
02/01/2017 11:12,39,36,89,8.1,NA,ENE,5,30.43,33.4,NA,0,NA,NA,Light Rain
02/01/2017 11:17,39,37,93,8.1,NA,ENE,5,30.43,33.4,NA,0,NA,NA,Light Rain
02/01/2017 11:53,39,37,93,9.2,NA,ENE,4,30.4,32.8,NA,0.01,NA,NA,Light Rain
02/01/2017 12:18,39.9,37,89,8.1,NA,NE,2.5,30.4,34.5,NA,0,NA,NA,Light Rain
02/01/2017 12:25,39,37,93,8.1,NA,NE,3,30.4,33.4,NA,0.01,NA,NA,Light Rain
02/01/2017 12:39,39.9,37.9,93,6.9,NA,NE,2.5,30.39,35.1,NA,0.02,NA,NA,Light Rain
02/01/2017 12:53,39.9,37.9,93,6.9,NA,NNE,2.5,30.38,35.1,NA,0.03,NA,NA,Light Rain
02/01/2017 13:53,39,37,93,6.9,NA,NNE,3,30.35,34,NA,0.04,NA,NA,Light Rain
02/01/2017 14:53,39.9,37.9,93,10.4,NA,ENE,4,30.34,33.4,NA,0.03,NA,NA,Light Rain
02/01/2017 15:27,41,39,93,10.4,NA,ENE,9,30.36,34.7,NA,0.01,NA,NA,Overcast
02/01/2017 15:44,41,37.9,89,11.5,NA,ENE,2.5,30.36,34.3,NA,0.01,NA,NA,Light Rain
02/01/2017 15:53,41,37.9,89,12.7,NA,ENE,2,30.35,33.9,NA,0.01,NA,NA,Light Rain
02/01/2017 16:04,41,37.9,89,15,NA,East,2.5,30.35,33.1,NA,0.01,NA,NA,Light Rain
02/01/2017 16:10,41,37.9,89,9.2,18.4,East,3,30.35,35.2,NA,0.01,NA,NA,Light Rain
02/01/2017 16:16,41,37.9,89,9.2,NA,ENE,3,30.35,35.2,NA,0.01,NA,NA,Light Rain
02/01/2017 16:38,39.9,37.9,93,11.5,NA,East,3,30.35,32.9,NA,0.01,NA,NA,Overcast
02/01/2017 16:53,39.9,37.9,93,9.2,NA,ENE,4,30.33,33.9,NA,0.01,NA,NA,Overcast
02/01/2017 17:53,39.9,37.9,93,11.5,NA,ENE,2.5,30.33,32.9,NA,0,NA,NA,Light Rain
02/01/2017 18:24,39.9,37,89,12.7,NA,NE,3,30.32,32.5,NA,0.01,NA,NA,Light Rain
02/01/2017 18:53,39.9,37,89,10.4,NA,NE,3,30.32,33.4,NA,0.02,NA,NA,Light Rain
02/01/2017 19:53,39.9,37,89,9.2,NA,NE,5,30.29,33.9,NA,0.01,NA,NA,Overcast
02/01/2017 20:09,39.9,37,89,11.5,NA,NE,6,30.29,32.9,NA,NA,NA,NA,Overcast
02/01/2017 20:53,39,37,93,8.1,NA,NE,7,30.25,33.4,NA,NA,NA,NA,Overcast
02/01/2017 21:53,39.9,37.9,93,12.7,NA,ENE,6,30.24,32.5,NA,NA,NA,NA,Overcast
02/01/2017 22:22,39.9,37.9,93,8.1,NA,NE,6,30.27,34.5,NA,NA,NA,NA,Overcast
02/01/2017 22:53,39.9,37.9,93,10.4,NA,NE,6,30.23,33.4,NA,NA,NA,NA,Overcast
02/01/2017 23:46,39.9,37.9,93,10.4,NA,NE,4,30.21,33.4,NA,NA,NA,NA,Overcast
02/01/2017 23:53,39.9,37.9,93,10.4,NA,NE,4,30.19,33.4,NA,NA,NA,NA,Overcast
03/01/2017 00:41,39.9,37.9,93,9.2,NA,NE,8,30.19,33.9,NA,NA,NA,NA,Overcast
03/01/2017 00:53,39.9,37.9,93,9.2,NA,NE,9,30.18,33.9,NA,NA,NA,NA,Overcast
03/01/2017 01:53,41,37.9,89,10.4,NA,ENE,10,30.15,34.7,NA,NA,NA,NA,Overcast
03/01/2017 02:53,41,37.9,89,12.7,NA,ENE,10,30.14,33.9,NA,NA,NA,NA,Overcast
03/01/2017 03:53,39.9,37.9,93,12.7,NA,ENE,4,30.1,32.5,NA,NA,NA,NA,Overcast
03/01/2017 04:10,39.9,37.9,93,12.7,NA,ENE,4,30.1,32.5,NA,NA,NA,NA,Overcast
03/01/2017 04:53,39.9,37.9,93,12.7,NA,ENE,5,30.08,32.5,NA,NA,NA,NA,Overcast
03/01/2017 05:53,39.9,37.9,93,10.4,NA,NE,3,30.04,33.4,NA,NA,NA,NA,Overcast
03/01/2017 06:53,39.9,37.9,93,6.9,NA,NE,3,30.02,35.1,NA,NA,NA,NA,Overcast
03/01/2017 07:34,39.9,37.9,93,12.7,NA,NE,2.5,30,32.5,NA,NA,NA,NA,Overcast
03/01/2017 07:53,39.9,37.9,93,11.5,NA,ENE,1.5,29.99,32.9,NA,NA,NA,NA,Overcast
03/01/2017 08:43,41,39,93,11.5,NA,ENE,2,29.98,34.3,NA,0.01,NA,NA,Light Rain
03/01/2017 08:53,41,39,93,12.7,NA,ENE,2.5,29.96,33.9,NA,0.01,NA,NA,Light Rain
03/01/2017 09:10,42.1,39,89,13.8,NA,ENE,3,29.96,34.9,NA,0,NA,NA,Light Rain
03/01/2017 09:32,42.1,39.9,92,12.7,NA,ENE,2.5,29.96,35.2,NA,0.01,NA,NA,Light Rain
03/01/2017 09:44,42.1,39.9,92,12.7,NA,ENE,3,29.96,35.2,NA,0.01,NA,NA,Light Rain
03/01/2017 09:51,42.8,39.2,87,12.7,NA,East,2.5,29.95,36.2,NA,0.02,NA,NA,Light Rain
03/01/2017 09:53,42.1,39.9,92,13.8,NA,ENE,2.5,29.94,34.9,NA,0.02,NA,NA,Light Rain
03/01/2017 10:05,42.1,39.9,92,13.8,NA,East,2.5,29.94,34.9,NA,0,NA,NA,Light Rain
03/01/2017 10:46,42.1,39.9,92,13.8,NA,ENE,3,29.89,34.9,NA,0.02,NA,NA,Light Rain
03/01/2017 10:53,43,39.9,89,17.3,21.9,ENE,3,29.87,35.1,NA,0.03,NA,NA,Light Rain
03/01/2017 11:09,43,39.9,89,15,21.9,ENE,4,29.86,35.7,NA,0.01,NA,NA,Light Rain
03/01/2017 11:53,43,41,93,15,26.5,ENE,4,29.79,35.7,NA,0.05,NA,NA,Light Rain
03/01/2017 12:53,44.1,41,89,15,NA,ENE,7,29.71,37.1,NA,0.03,NA,NA,Light Rain
03/01/2017 13:38,45,42.1,90,13.8,NA,East,2,29.69,38.5,NA,0.01,NA,NA,Overcast
03/01/2017 13:46,44.1,42.1,93,12.7,NA,ENE,1.5,29.69,37.7,NA,0.01,NA,NA,Light Rain
03/01/2017 13:53,44.1,42.1,93,16.1,20.7,ENE,1.5,29.68,36.8,NA,0.01,NA,NA,Light Rain
03/01/2017 14:31,45,43,93,12.7,20.7,East,2,29.67,38.9,NA,0.02,NA,NA,Light Rain
03/01/2017 14:46,45,43,93,9.2,NA,ENE,1,29.66,40.1,NA,0.08,NA,NA,Heavy Rain
03/01/2017 14:53,45,43,93,12.7,NA,ENE,2,29.65,38.9,NA,0.09,NA,NA,Rain
03/01/2017 15:27,45,43,93,10.4,NA,NE,6,29.63,39.7,NA,0.05,NA,NA,Light Rain
03/01/2017 15:53,44.1,42.1,93,6.9,NA,NE,3,29.61,40.1,NA,0.05,NA,NA,Overcast
03/01/2017 16:01,44.1,42.1,93,8.1,NA,NE,2.5,29.62,39.5,NA,NA,NA,NA,Overcast
03/01/2017 16:16,44.1,42.1,93,8.1,NA,North,3,29.61,39.5,NA,0.01,NA,NA,Overcast
03/01/2017 16:24,44.1,42.1,93,9.2,NA,North,3,29.61,39,NA,0.01,NA,NA,Overcast
03/01/2017 16:34,43,41,93,10.4,NA,NNE,2,29.61,37.2,NA,0.01,NA,NA,Overcast
03/01/2017 16:53,43,41,93,8.1,NA,NNE,2.5,29.6,38.2,NA,0.01,NA,NA,Light Rain
03/01/2017 17:08,43,41,93,6.9,NA,NNE,3,29.6,38.8,NA,0,NA,NA,Light Rain
03/01/2017 17:53,43,41,93,10.4,NA,NE,5,29.55,37.2,NA,0,NA,NA,Overcast
03/01/2017 18:53,43,42.1,97,4.6,NA,NNE,5,29.55,40.3,NA,NA,NA,NA,Overcast
03/01/2017 19:53,43,42.1,97,4.6,NA,NNE,3,29.51,40.3,NA,NA,NA,NA,Overcast
03/01/2017 20:14,43,42.1,97,3.5,NA,NNW,2.5,29.53,41.3,NA,NA,NA,NA,Overcast
03/01/2017 20:40,43,42.1,97,3.5,NA,WNW,1.8,29.53,41.3,NA,NA,NA,NA,Overcast
03/01/2017 20:53,43,41,93,3.5,NA,WNW,1.8,29.52,41.3,NA,NA,NA,NA,Overcast
03/01/2017 21:12,43,41,93,3.5,NA,WNW,2,29.52,41.3,NA,NA,NA,NA,Overcast
03/01/2017 21:31,43,41,93,4.6,NA,WNW,3,29.52,40.3,NA,0,NA,NA,Light Rain
03/01/2017 21:43,43,41,93,3.5,NA,NW,3,29.52,41.3,NA,0,NA,NA,Light Rain
03/01/2017 21:53,43,41,93,3.5,NA,WNW,4,29.51,41.3,NA,0,NA,NA,Light Rain
03/01/2017 22:19,43,41,93,0,NA,North,4,29.51,NA,NA,0.01,NA,NA,Light Rain
03/01/2017 22:53,43,41,93,4.6,NA,West,6,29.5,40.3,NA,0.02,NA,NA,Overcast
03/01/2017 23:53,43,41,93,4.6,NA,WNW,6,29.48,40.3,NA,NA,NA,NA,Overcast
04/01/2017 00:53,42.1,39.9,92,8.1,NA,West,5,29.47,37.1,NA,NA,NA,NA,Overcast
04/01/2017 01:53,42.1,39.9,92,5.8,NA,West,3,29.46,38.4,NA,NA,NA,NA,Overcast
04/01/2017 02:00,42.1,39.9,92,4.6,NA,West,2.5,29.46,39.2,NA,NA,NA,NA,Overcast
04/01/2017 02:07,42.1,39.9,92,6.9,NA,WSW,3,29.47,37.7,NA,NA,NA,NA,Overcast
04/01/2017 02:53,42.1,41,96,5.8,NA,SW,4,29.45,38.4,NA,0,NA,NA,Overcast
04/01/2017 03:38,43,41,93,4.6,NA,WSW,5,29.46,40.3,NA,NA,NA,NA,Overcast
04/01/2017 03:53,43,41,93,4.6,NA,SW,5,29.44,40.3,NA,NA,NA,NA,Overcast
04/01/2017 04:19,43,41,93,3.5,NA,SW,4,29.46,41.3,NA,NA,NA,NA,Overcast
04/01/2017 04:34,43,41,93,5.8,NA,SW,4,29.46,39.5,NA,NA,NA,NA,Overcast
04/01/2017 04:49,42.8,41,93,4.6,NA,SW,4,29.46,40.1,NA,NA,NA,NA,Overcast
04/01/2017 04:53,43,41,93,4.6,NA,WSW,4,29.45,40.3,NA,NA,NA,NA,Overcast
04/01/2017 05:53,44.1,41,89,5.8,NA,WSW,5,29.48,40.8,NA,NA,NA,NA,Overcast
04/01/2017 06:25,44.1,41,89,8.1,NA,WSW,5,29.5,39.5,NA,NA,NA,NA,Overcast
04/01/2017 06:41,44.1,42.1,93,6.9,NA,WSW,6,29.5,40.1,NA,NA,NA,NA,Overcast
04/01/2017 06:53,44.1,42.1,93,8.1,NA,West,6,29.48,39.5,NA,NA,NA,NA,Overcast
04/01/2017 07:53,45,42.1,90,3.5,NA,SW,5,29.49,43.5,NA,NA,NA,NA,Overcast
04/01/2017 08:53,46,43,89,6.9,NA,West,6,29.5,42.5,NA,NA,NA,NA,Overcast
04/01/2017 09:22,48.9,43,80,6.9,NA,West,10,29.51,NA,NA,NA,NA,NA,Scattered Clouds
04/01/2017 09:53,48.9,42.1,77,10.4,NA,West,10,29.51,NA,NA,NA,NA,NA,Mostly Cloudy
04/01/2017 10:53,50,42.1,74,10.4,NA,West,10,29.54,NA,NA,NA,NA,NA,Scattered Clouds
04/01/2017 11:53,53.1,41,64,17.3,27.6,West,10,29.53,NA,NA,NA,NA,NA,Mostly Cloudy
04/01/2017 12:06,53.1,39.9,61,15,27.6,West,10,29.54,NA,NA,NA,NA,NA,Scattered Clouds
04/01/2017 12:53,52,37.9,59,12.7,21.9,West,10,29.51,NA,NA,NA,NA,NA,Partly Cloudy
04/01/2017 13:53,53.1,30.9,43,17.3,27.6,West,10,29.51,NA,NA,NA,NA,NA,Scattered Clouds
04/01/2017 14:53,51.1,28.9,43,15,28.8,WNW,10,29.52,NA,NA,NA,NA,NA,Clear
04/01/2017 15:53,48.9,28,44,16.1,26.5,West,10,29.54,NA,NA,NA,NA,NA,Clear
04/01/2017 16:53,46.9,24.1,41,11.5,NA,WNW,10,29.57,NA,NA,NA,NA,NA,Clear
04/01/2017 17:53,44.1,21,40,9.2,NA,West,10,29.58,39,NA,NA,NA,NA,Clear
04/01/2017 18:53,43,14,31,16.1,24.2,West,10,29.63,35.4,NA,NA,NA,NA,Clear
04/01/2017 19:53,39.9,17.1,40,17.3,25.3,NW,10,29.67,31.1,NA,NA,NA,NA,Clear
04/01/2017 20:53,37,12.9,37,9.2,21.9,West,10,29.69,30.4,NA,NA,NA,NA,Clear
04/01/2017 21:53,36,12.9,39,9.2,NA,WNW,10,29.73,29,NA,NA,NA,NA,Clear
04/01/2017 22:53,34,10.9,38,8.1,20.7,WNW,10,29.75,27.2,NA,NA,NA,NA,Clear
04/01/2017 23:53,33.1,12,42,8.1,NA,West,10,29.77,26.1,NA,NA,NA,NA,Clear
05/01/2017 00:53,30.9,12,46,10.4,NA,WNW,10,29.8,22.2,NA,NA,NA,NA,Clear
05/01/2017 01:53,28.9,10,45,9.2,NA,WNW,10,29.82,20.4,NA,NA,NA,NA,Clear
05/01/2017 02:53,28,9,45,9.2,NA,WNW,10,29.86,19.3,NA,NA,NA,NA,Clear
05/01/2017 03:53,28,7,41,9.2,NA,West,10,29.88,19.3,NA,NA,NA,NA,Clear
05/01/2017 04:53,26.1,7,44,9.2,NA,WNW,10,29.9,16.8,NA,NA,NA,NA,Clear
05/01/2017 05:53,26.1,8.1,47,5.8,NA,West,10,29.93,19.4,NA,NA,NA,NA,Clear
05/01/2017 06:53,26.1,8.1,47,8.1,NA,WNW,10,29.95,17.6,NA,NA,NA,NA,Clear
05/01/2017 07:53,26.1,8.1,47,5.8,NA,West,10,29.96,19.4,NA,NA,NA,NA,Clear
05/01/2017 08:53,27,8.1,45,8.1,NA,West,10,30,18.7,NA,NA,NA,NA,Mostly Cloudy
05/01/2017 09:53,28,9,45,8.1,NA,WNW,10,30,20,NA,NA,NA,NA,Overcast
05/01/2017 10:53,28.9,9,43,6.9,NA,West,10,29.99,21.9,NA,NA,NA,NA,Overcast
05/01/2017 11:53,30,10,43,10.4,17.3,West,10,29.98,21.1,NA,NA,NA,NA,Overcast
05/01/2017 12:53,30.9,10.9,43,10.4,NA,WSW,10,29.94,22.2,NA,NA,NA,NA,Clear
05/01/2017 13:53,30.9,10.9,43,10.4,NA,West,10,29.93,22.2,NA,NA,NA,NA,Unknown
05/01/2017 14:53,32,10.9,42,6.9,NA,West,10,29.93,25.6,NA,NA,NA,NA,Clear
05/01/2017 15:53,32,10,40,NA,NA,North,10,29.93,NA,NA,NA,NA,NA,Scattered Clouds
05/01/2017 16:53,30.9,10.9,43,5.8,NA,West,10,29.94,25.2,NA,NA,NA,NA,Overcast
05/01/2017 17:53,30.9,10.9,43,5.8,NA,West,10,29.95,25.2,NA,NA,NA,NA,Overcast
05/01/2017 18:53,30.9,10.9,43,3.5,NA,SW,10,29.94,27.5,NA,NA,NA,NA,Overcast
05/01/2017 19:53,30.9,16,54,6.9,NA,SW,10,29.95,24.3,NA,NA,NA,NA,Overcast
05/01/2017 20:53,30.9,18,59,4.6,NA,SW,10,29.96,26.2,NA,NA,NA,NA,Overcast
05/01/2017 21:53,30,21,69,8.1,NA,SSW,3,29.96,22.4,NA,0,NA,NA,Light Snow
05/01/2017 22:24,28.9,25,85,5.8,NA,SW,5,29.97,22.8,NA,0,NA,NA,Light Snow
05/01/2017 22:53,28.9,25,85,3.5,NA,WSW,4,29.96,25.2,NA,0,NA,NA,Light Snow
05/01/2017 23:24,28,26.1,92,3.5,NA,SSW,2,29.96,24.2,NA,0,NA,NA,Light Snow
05/01/2017 23:34,28,26.1,92,4.6,NA,SSW,1.5,29.96,22.8,NA,0,NA,NA,Light Snow
05/01/2017 23:46,28,26.1,92,4.6,NA,SW,2,29.96,22.8,NA,0,NA,NA,Light Snow
05/01/2017 23:53,28,27,96,3.5,NA,SSW,2,29.95,24.2,NA,0,NA,NA,Light Snow
06/01/2017 00:07,28,27,96,0,NA,North,1.8,29.95,NA,NA,0,NA,NA,Light Snow
06/01/2017 00:23,28,27,96,0,NA,North,2,29.94,NA,NA,0,NA,NA,Light Snow
06/01/2017 00:33,28,27,96,0,NA,North,1.8,29.95,NA,NA,0,NA,NA,Light Snow
06/01/2017 00:53,28.9,27,92,0,NA,North,1,29.93,NA,NA,0,NA,NA,Light Snow
06/01/2017 01:02,28,27,96,4.6,NA,North,1,29.94,22.8,NA,0,NA,NA,Light Snow
06/01/2017 01:53,28,27,96,4.6,NA,North,1,29.93,22.8,NA,0,NA,NA,Light Snow
06/01/2017 02:07,28,27,96,4.6,NA,North,1,29.95,22.8,NA,0,NA,NA,Light Snow
06/01/2017 02:21,28,26.1,92,4.6,NA,North,1.2,29.95,22.8,NA,0,NA,NA,Light Snow
06/01/2017 02:53,28,26.1,92,0,NA,North,1.5,29.92,NA,NA,0,NA,NA,Light Snow
06/01/2017 03:05,28,27,96,0,NA,North,2.5,29.93,NA,NA,0,NA,NA,Light Snow
06/01/2017 03:12,28,26.1,92,0,NA,North,4,29.93,NA,NA,0,NA,NA,Light Snow
06/01/2017 03:24,28,25,88,0,NA,North,4,29.92,NA,NA,0,NA,NA,Light Snow
06/01/2017 03:53,27,26.1,96,3.5,NA,North,6,29.91,23,NA,0,NA,NA,Light Snow
06/01/2017 04:53,27,25,92,4.6,NA,North,7,29.91,21.6,NA,0,NA,NA,Light Snow
06/01/2017 05:53,27,24.1,89,4.6,NA,NNW,10,29.95,21.6,NA,0,NA,NA,Overcast
06/01/2017 06:53,27,23,85,0,NA,North,10,29.98,NA,NA,NA,NA,NA,Overcast
06/01/2017 07:53,27,23,85,3.5,NA,WNW,7,30.01,23,NA,NA,NA,NA,Scattered Clouds
06/01/2017 08:53,27,23,85,0,NA,North,8,30.04,NA,NA,NA,NA,NA,Clear
06/01/2017 09:53,30,21.9,72,6.9,NA,North,10,30.06,23.2,NA,NA,NA,NA,Mostly Cloudy
06/01/2017 10:53,28.9,19.9,69,10.4,NA,North,10,30.08,19.8,NA,NA,NA,NA,Scattered Clouds
06/01/2017 11:51,30.2,17.6,60,8.1,NA,North,10,30.06,22.6,NA,NA,NA,NA,Mostly Cloudy
06/01/2017 11:53,30,17.1,59,6.9,NA,NNE,10,30.05,23.2,NA,NA,NA,NA,Mostly Cloudy
06/01/2017 12:25,30.9,16,54,6.9,NA,North,10,30.07,24.3,NA,NA,NA,NA,Scattered Clouds
06/01/2017 12:53,30,15.1,54,8.1,NA,WNW,10,30.06,22.4,NA,NA,NA,NA,Scattered Clouds
06/01/2017 13:53,30.9,12.9,47,9.2,NA,NNW,10,30.06,22.8,NA,NA,NA,NA,Mostly Cloudy
06/01/2017 14:53,30,12.9,49,5.8,NA,West,10,30.07,24.1,NA,NA,NA,NA,Overcast
06/01/2017 15:53,30,12.9,49,4.6,NA,NW,10,30.09,25.2,NA,NA,NA,NA,Overcast
06/01/2017 16:53,30,12,47,8.1,NA,West,10,30.13,22.4,NA,NA,NA,NA,Overcast
06/01/2017 17:53,30,10.9,45,4.6,NA,WNW,10,30.16,25.2,NA,NA,NA,NA,Overcast
06/01/2017 18:53,28,10,47,9.2,NA,WNW,10,30.19,19.3,NA,NA,NA,NA,Mostly Cloudy
06/01/2017 19:53,27,12,53,5.8,NA,NW,10,30.22,20.5,NA,NA,NA,NA,Overcast
06/01/2017 20:53,26.1,10.9,53,6.9,NA,NW,10,30.22,18.4,NA,NA,NA,NA,Mostly Cloudy
06/01/2017 21:53,25,10.9,55,3.5,NA,NNW,10,30.22,20.7,NA,NA,NA,NA,Clear
06/01/2017 22:53,23,10.9,60,4.6,NA,NW,10,30.25,17,NA,NA,NA,NA,Clear
06/01/2017 23:53,23,10.9,60,4.6,NA,NW,10,30.28,17,NA,NA,NA,NA,Clear
07/01/2017 00:53,23,10,58,5.8,NA,North,10,30.25,15.8,NA,NA,NA,NA,Clear
07/01/2017 01:53,23,10,58,5.8,NA,North,10,30.28,15.8,NA,NA,NA,NA,Overcast
07/01/2017 02:53,24.1,7,48,6.9,NA,NNE,10,30.29,16,NA,NA,NA,NA,Scattered Clouds
07/01/2017 03:53,23,8.1,53,4.6,NA,North,10,30.3,17,NA,NA,NA,NA,Overcast
07/01/2017 04:53,23,8.1,53,5.8,NA,NNE,10,30.3,15.8,NA,NA,NA,NA,Overcast
07/01/2017 05:53,23,7,50,11.5,NA,NNE,10,30.26,11.7,NA,NA,NA,NA,Overcast
07/01/2017 06:53,23,7,50,6.9,NA,North,10,30.26,14.7,NA,NA,NA,NA,Overcast
07/01/2017 07:53,23,8.1,53,8.1,NA,NNE,10,30.27,13.9,NA,NA,NA,NA,Overcast
07/01/2017 08:46,21,12,68,10.4,NA,NE,2.5,30.29,9.9,NA,0,NA,NA,Light Snow
07/01/2017 08:53,21,12,68,9.2,NA,ENE,2,30.28,10.6,NA,0,NA,NA,Light Snow
07/01/2017 09:13,21,14,74,8.1,NA,NE,1,30.28,11.4,NA,0,NA,NA,Light Snow
07/01/2017 09:49,19.4,15.8,86,4.6,NA,NNE,0.8,30.29,12.8,NA,0,NA,NA,Light Snow
07/01/2017 09:53,19.9,16,85,5.8,NA,NNE,0.8,30.29,12.1,NA,0,NA,NA,Light Snow
07/01/2017 10:12,19.9,16,85,6.9,NA,NNE,1,30.28,11.1,NA,0,NA,NA,Light Snow
07/01/2017 10:20,19.9,17.1,89,5.8,NA,NNE,0.8,30.29,12.1,NA,0,NA,NA,Light Snow
07/01/2017 10:41,19.9,17.1,89,5.8,NA,North,0.5,30.28,12.1,NA,0,NA,NA,Snow
07/01/2017 10:53,19.9,17.1,89,6.9,NA,North,0.5,30.27,11.1,NA,0,NA,NA,Snow
07/01/2017 11:50,19.4,15.8,86,8.1,NA,NNE,0.8,30.21,9.5,NA,0,NA,NA,Light Snow
07/01/2017 11:53,19.9,16,85,9.2,NA,North,0.8,30.22,9.3,NA,0,NA,NA,Light Snow
07/01/2017 12:03,19.9,16,85,6.9,NA,North,1,30.22,11.1,NA,0,NA,NA,Light Snow
07/01/2017 12:25,19.9,16,85,9.2,NA,North,0.8,30.2,9.3,NA,0,NA,NA,Light Snow
07/01/2017 12:43,19.9,16,85,9.2,NA,North,1,30.18,9.3,NA,0,NA,NA,Light Snow
07/01/2017 12:53,19.9,16,85,11.5,NA,North,1,30.17,7.9,NA,0,NA,NA,Light Snow
07/01/2017 13:02,19.9,16,85,8.1,NA,NNW,0.8,30.19,10.1,NA,0,NA,NA,Light Snow
07/01/2017 13:19,19.9,16,85,11.5,NA,North,1,30.17,7.9,NA,0,NA,NA,Light Snow
07/01/2017 13:37,19.9,16,85,10.4,NA,North,1,30.15,8.6,NA,0,NA,NA,Light Snow
07/01/2017 13:53,19.9,16,85,11.5,NA,North,1.2,30.16,7.9,NA,0,NA,NA,Light Snow
07/01/2017 14:53,19.9,16,85,8.1,NA,NNW,0.5,30.16,10.1,NA,0,NA,NA,Snow
07/01/2017 15:24,19.9,16,85,9.2,NA,North,0.5,30.15,9.3,NA,0,NA,NA,Snow
07/01/2017 15:39,19.9,16,85,8.1,NA,North,1,30.16,10.1,NA,0,NA,NA,Light Snow
07/01/2017 15:53,19.9,16,85,10.4,NA,North,1.5,30.14,8.6,NA,0,NA,NA,Light Snow
07/01/2017 16:36,19.9,15.1,81,10.4,NA,North,3,30.15,8.6,NA,0,NA,NA,Light Snow
07/01/2017 16:53,21,14,74,9.2,NA,NNW,3,30.14,10.6,NA,0,NA,NA,Light Snow
07/01/2017 17:05,21,12.9,71,11.5,NA,NNW,5,30.14,9.3,NA,0,NA,NA,Light Snow
07/01/2017 17:53,21,14,74,12.7,NA,NNW,6,30.13,8.6,NA,0,NA,NA,Light Snow
