date,Dry-Bulb Temperature,Atmospheric Pressure,Dew-Point Temperature,Relative Humidity,wind speed,wind direction,Precip,Visibility,Solar Condition
"7:50 AM GMT on November 19, 2017",2,1022,-1,81,7.4,290,-9999,-9999,Clear
"8:20 AM GMT on November 19, 2017",2,1022,-1,81,11.1,300,-9999,-9999,Clear
"8:50 AM GMT on November 19, 2017",3,1023,0,81,11.1,300,-9999,-9999,Clear
"9:20 AM GMT on November 19, 2017",3,1023,-1,75,13,310,-9999,-9999,Clear
"9:50 AM GMT on November 19, 2017",4,1023,-1,70,13,300,-9999,-9999,Clear
"10:20 AM GMT on November 19, 2017",5,1023,0,70,13,320,-9999,-9999,Clear
"10:50 AM GMT on November 19, 2017",6,1023,0,66,9.3,320,-9999,-9999,Clear
"11:20 AM GMT on November 19, 2017",6,1023,0,66,11.1,320,-9999,-9999,Clear
"11:50 AM GMT on November 19, 2017",6,1023,0,66,9.3,280,-9999,-9999,Clear
"12:20 PM GMT on November 19, 2017",7,1023,0,61,9.3,290,-9999,-9999,Clear
"12:50 PM GMT on November 19, 2017",7,1023,0,61,18.5,290,-9999,-9999,Clear
"1:20 PM GMT on November 19, 2017",7,1023,0,61,13,270,-9999,-9999,Clear
"1:50 PM GMT on November 19, 2017",7,1023,0,61,11.1,280,-9999,-9999,Clear
"2:20 PM GMT on November 19, 2017",7,1023,0,61,11.1,300,-9999,-9999,Clear
"2:50 PM GMT on November 19, 2017",6,1023,0,66,11.1,280,-9999,-9999,Clear
"3:20 PM GMT on November 19, 2017",6,1023,0,66,7.4,260,-9999,-9999,Clear
"3:50 PM GMT on November 19, 2017",6,1023,0,66,9.3,260,-9999,-9999,Clear
"4:20 PM GMT on November 19, 2017",6,1023,0,66,7.4,280,-9999,-9999,Clear
"4:50 PM GMT on November 19, 2017",6,1023,0,66,7.4,260,-9999,-9999,Clear
"5:20 PM GMT on November 19, 2017",6,1023,0,66,0,0,-9999,-9999,Clear
"5:50 PM GMT on November 19, 2017",6,1023,0,66,0,0,-9999,-9999,Clear
"6:20 PM GMT on November 19, 2017",6,1023,1,70,0,0,-9999,-9999,Clear
"6:50 PM GMT on November 19, 2017",5,1023,0,70,7.4,230,-9999,-9999,Clear
"7:20 PM GMT on November 19, 2017",5,1023,0,70,7.4,240,-9999,-9999,Clear
"7:50 PM GMT on November 19, 2017",5,1023,1,76,7.4,240,-9999,-9999,Clear
"8:20 PM GMT on November 19, 2017",5,1023,1,76,9.3,250,-9999,-9999,Clear
"8:50 PM GMT on November 19, 2017",4,1023,0,75,7.4,250,-9999,-9999,Clear
"9:20 PM GMT on November 19, 2017",3,1023,-1,75,7.4,240,-9999,-9999,Clear
"9:50 PM GMT on November 19, 2017",4,1023,0,75,7.4,260,-9999,-9999,Clear
"10:20 PM GMT on November 19, 2017",4,1023,1,81,7.4,260,-9999,-9999,Clear
"10:50 PM GMT on November 19, 2017",4,1023,1,81,11.1,220,-9999,-9999,Clear
"11:20 PM GMT on November 19, 2017",5,1023,2,81,11.1,230,-9999,-9999,Clear
"11:50 PM GMT on November 19, 2017",5,1022,2,81,11.1,220,-9999,-9999,Clear
"12:20 AM GMT on November 20, 2017",5,1022,2,81,11.1,210,-9999,-9999,Clear
"12:50 AM GMT on November 20, 2017",5,1021,2,81,9.3,210,-9999,10,Mostly Cloudy
"2:50 AM GMT on November 20, 2017",6,1019,2,76,16.7,210,-9999,10,Mostly Cloudy
"3:50 AM GMT on November 20, 2017",6,1018,2,76,16.7,210,-9999,10,Mostly Cloudy
"4:50 AM GMT on November 20, 2017",6,1018,4,87,13,230,-9999,5,Rain
"5:20 AM GMT on November 20, 2017",7,1018,5,87,13,210,-9999,6,Light Rain
"5:50 AM GMT on November 20, 2017",7,1017,5,87,14.8,210,-9999,8,Light Rain
"6:20 AM GMT on November 20, 2017",7,1017,5,87,13,220,-9999,6,Light Rain
"6:50 AM GMT on November 20, 2017",7,1017,6,93,16.7,230,-9999,6,Light Rain
"7:20 AM GMT on November 20, 2017",8,1016,6,87,14.8,220,-9999,7,Light Rain
"7:50 AM GMT on November 20, 2017",8,1016,6,87,18.5,210,-9999,7,Light Rain
"8:20 AM GMT on November 20, 2017",8,1016,7,93,20.4,210,-9999,7,Light Rain
"8:50 AM GMT on November 20, 2017",8,1015,7,93,24.1,220,-9999,10,Scattered Clouds
"9:20 AM GMT on November 20, 2017",10,1015,7,82,25.9,240,-9999,10,Scattered Clouds
"9:50 AM GMT on November 20, 2017",10,1015,7,82,25.9,240,-9999,10,Mostly Cloudy
"10:20 AM GMT on November 20, 2017",10,1014,7,82,38.9,260,-9999,10,Mostly Cloudy
"10:50 AM GMT on November 20, 2017",11,1014,7,76,29.6,240,-9999,10,Scattered Clouds
"11:20 AM GMT on November 20, 2017",12,1014,8,77,33.3,250,-9999,10,Scattered Clouds
"11:50 AM GMT on November 20, 2017",12,1013,8,77,27.8,250,-9999,10,Mostly Cloudy
"12:20 PM GMT on November 20, 2017",13,1013,8,72,27.8,250,-9999,10,Mostly Cloudy
"12:50 PM GMT on November 20, 2017",12,1013,8,77,24.1,270,-9999,10,Mostly Cloudy
"1:20 PM GMT on November 20, 2017",13,1013,8,72,31.5,250,-9999,10,Scattered Clouds
"1:50 PM GMT on November 20, 2017",12,1012,8,77,33.3,250,-9999,9,Drizzle
"2:20 PM GMT on November 20, 2017",12,1012,9,82,31.5,250,-9999,10,Drizzle
"2:50 PM GMT on November 20, 2017",12,1012,9,82,31.5,250,-9999,10,Mostly Cloudy
"3:20 PM GMT on November 20, 2017",12,1012,9,82,27.8,250,-9999,10,Mostly Cloudy
"3:50 PM GMT on November 20, 2017",12,1012,9,82,27.8,250,-9999,10,Mostly Cloudy
"4:20 PM GMT on November 20, 2017",12,1012,9,82,27.8,250,-9999,10,Mostly Cloudy
"4:50 PM GMT on November 20, 2017",12,1012,9,82,25.9,250,-9999,10,Mostly Cloudy
"5:20 PM GMT on November 20, 2017",12,1012,9,82,25.9,250,-9999,10,Mostly Cloudy
"5:50 PM GMT on November 20, 2017",13,1012,10,82,25.9,250,-9999,10,Mostly Cloudy
"6:20 PM GMT on November 20, 2017",12,1012,10,88,27.8,250,-9999,10,Mostly Cloudy
"6:50 PM GMT on November 20, 2017",12,1012,10,88,22.2,250,-9999,10,Light Rain
"7:20 PM GMT on November 20, 2017",13,1012,10,82,22.2,250,-9999,10,Overcast
"7:50 PM GMT on November 20, 2017",12,1012,9,82,16.7,240,-9999,10,Overcast
"8:20 PM GMT on November 20, 2017",13,1012,10,82,24.1,240,-9999,10,Overcast
"8:50 PM GMT on November 20, 2017",12,1012,10,88,18.5,260,-9999,10,Light Rain
"9:20 PM GMT on November 20, 2017",13,1012,10,82,18.5,250,-9999,10,Overcast
"9:50 PM GMT on November 20, 2017",12,1012,10,88,18.5,250,-9999,10,Overcast
"10:20 PM GMT on November 20, 2017",13,1012,10,82,18.5,250,-9999,10,Overcast
"10:50 PM GMT on November 20, 2017",13,1012,10,82,18.5,250,-9999,10,Overcast
"11:50 PM GMT on November 20, 2017",12,1012,10,88,22.2,250,-9999,10,Overcast
"12:50 AM GMT on November 21, 2017",12,1012,10,88,22.2,250,-9999,10,Light Rain
"1:50 AM GMT on November 21, 2017",12,1012,10,88,18.5,240,-9999,6,Light Rain
"2:50 AM GMT on November 21, 2017",13,1012,10,82,20.4,240,-9999,10,Overcast
"3:50 AM GMT on November 21, 2017",13,1011,10,82,22.2,240,-9999,10,Overcast
"4:20 AM GMT on November 21, 2017",12,1011,9,82,22.2,240,-9999,10,Mostly Cloudy
"4:50 AM GMT on November 21, 2017",13,1011,10,82,25.9,230,-9999,10,Mostly Cloudy
"5:20 AM GMT on November 21, 2017",13,1011,10,82,24.1,230,-9999,10,Mostly Cloudy
"5:50 AM GMT on November 21, 2017",12,1011,9,82,24.1,230,-9999,10,Scattered Clouds
"6:20 AM GMT on November 21, 2017",12,1011,9,82,24.1,230,-9999,10,Partly Cloudy
"6:50 AM GMT on November 21, 2017",11,1011,9,88,25.9,230,-9999,10,Scattered Clouds
"7:20 AM GMT on November 21, 2017",12,1011,9,82,27.8,230,-9999,10,Partly Cloudy
"7:50 AM GMT on November 21, 2017",12,1011,9,82,27.8,240,-9999,10,Partly Cloudy
"8:20 AM GMT on November 21, 2017",12,1011,8,77,24.1,240,-9999,10,Partly Cloudy
"8:50 AM GMT on November 21, 2017",12,1011,8,77,20.4,240,-9999,10,Mostly Cloudy
"9:20 AM GMT on November 21, 2017",13,1011,9,77,20.4,240,-9999,10,Mostly Cloudy
"9:50 AM GMT on November 21, 2017",13,1011,9,77,22.2,240,-9999,10,Partly Cloudy
"10:20 AM GMT on November 21, 2017",13,1011,9,77,24.1,240,-9999,10,Partly Cloudy
"10:50 AM GMT on November 21, 2017",13,1011,9,77,24.1,240,-9999,10,Partly Cloudy
"11:20 AM GMT on November 21, 2017",13,1010,9,77,27.8,240,-9999,10,Partly Cloudy
"11:50 AM GMT on November 21, 2017",14,1010,9,72,29.6,240,-9999,10,Partly Cloudy
"12:20 PM GMT on November 21, 2017",15,1010,8,63,38.9,230,-9999,10,Scattered Clouds
"1:20 PM GMT on November 21, 2017",14,1009,8,67,27.8,230,-9999,10,Overcast
"1:50 PM GMT on November 21, 2017",14,1009,8,67,27.8,230,-9999,10,Overcast
"2:20 PM GMT on November 21, 2017",14,1009,7,63,24.1,240,-9999,10,Overcast
"2:50 PM GMT on November 21, 2017",13,1008,8,72,24.1,240,-9999,10,Mostly Cloudy
"3:20 PM GMT on November 21, 2017",13,1008,8,72,24.1,230,-9999,10,Partly Cloudy
"3:50 PM GMT on November 21, 2017",13,1008,8,72,27.8,230,-9999,10,Mostly Cloudy
"4:20 PM GMT on November 21, 2017",13,1008,8,72,18.5,210,-9999,10,Overcast
"4:50 PM GMT on November 21, 2017",13,1008,9,77,20.4,220,-9999,10,Overcast
"5:20 PM GMT on November 21, 2017",12,1008,8,77,20.4,220,-9999,10,Mostly Cloudy
"5:50 PM GMT on November 21, 2017",12,1007,8,77,20.4,220,-9999,10,Mostly Cloudy
"6:20 PM GMT on November 21, 2017",12,1007,8,77,20.4,220,-9999,10,Partly Cloudy
"6:50 PM GMT on November 21, 2017",13,1007,9,77,24.1,230,-9999,-9999,Clear
"7:20 PM GMT on November 21, 2017",12,1006,9,82,24.1,230,-9999,-9999,Clear
"7:50 PM GMT on November 21, 2017",13,1006,9,77,35.2,230,-9999,-9999,Clear
"8:20 PM GMT on November 21, 2017",13,1006,9,77,31.5,220,-9999,-9999,Clear
"8:50 PM GMT on November 21, 2017",12,1005,8,77,31.5,210,-9999,10,Scattered Clouds
"9:20 PM GMT on November 21, 2017",13,1005,9,77,37,220,-9999,10,Light Drizzle
"9:50 PM GMT on November 21, 2017",14,1005,9,72,35.2,230,-9999,10,Mostly Cloudy
"10:20 PM GMT on November 21, 2017",14,1005,9,72,31.5,230,-9999,10,Mostly Cloudy
"10:50 PM GMT on November 21, 2017",14,1005,9,72,33.3,230,-9999,10,Mostly Cloudy
"11:50 PM GMT on November 21, 2017",14,1005,9,72,31.5,230,-9999,10,Mostly Cloudy
"12:20 AM GMT on November 22, 2017",14,1004,9,72,35.2,230,-9999,10,Mostly Cloudy
"12:50 AM GMT on November 22, 2017",14,1004,9,72,33.3,230,-9999,10,Mostly Cloudy
"1:20 AM GMT on November 22, 2017",13,1004,9,77,35.2,220,-9999,10,Mostly Cloudy
"1:50 AM GMT on November 22, 2017",14,1003,9,72,31.5,230,-9999,10,Mostly Cloudy
"2:50 AM GMT on November 22, 2017",14,1003,9,72,38.9,230,-9999,10,Mostly Cloudy
"4:20 AM GMT on November 22, 2017",13,1002,8,72,33.3,220,-9999,10,Scattered Clouds
"5:20 AM GMT on November 22, 2017",13,1002,8,72,33.3,230,-9999,10,Mostly Cloudy
"5:50 AM GMT on November 22, 2017",13,1002,8,72,31.5,230,-9999,10,Mostly Cloudy
"6:20 AM GMT on November 22, 2017",13,1001,8,72,31.5,230,-9999,10,Mostly Cloudy
"6:50 AM GMT on November 22, 2017",14,1001,9,72,35.2,220,-9999,10,Scattered Clouds
"7:20 AM GMT on November 22, 2017",14,1002,9,72,35.2,220,-9999,10,Scattered Clouds
"7:50 AM GMT on November 22, 2017",13,1001,8,72,29.6,210,-9999,10,Scattered Clouds
"8:20 AM GMT on November 22, 2017",13,1001,8,72,27.8,210,-9999,10,Overcast
"8:50 AM GMT on November 22, 2017",13,1001,9,77,31.5,210,-9999,10,Partly Cloudy
"9:20 AM GMT on November 22, 2017",13,1001,9,77,31.5,210,-9999,10,Partly Cloudy
"9:50 AM GMT on November 22, 2017",13,1001,9,77,31.5,210,-9999,10,Scattered Clouds
"10:20 AM GMT on November 22, 2017",15,1001,9,67,37,210,-9999,10,Partly Cloudy
"10:50 AM GMT on November 22, 2017",16,1000,9,63,40.7,210,-9999,10,Partly Cloudy
"11:20 AM GMT on November 22, 2017",15,1000,8,63,42.6,210,-9999,10,Partly Cloudy
"11:50 AM GMT on November 22, 2017",15,999,8,63,40.7,210,-9999,-9999,Clear
"12:20 PM GMT on November 22, 2017",15,999,7,59,38.9,210,-9999,-9999,Clear
"12:50 PM GMT on November 22, 2017",16,999,7,55,35.2,210,-9999,10,Partly Cloudy
"1:20 PM GMT on November 22, 2017",15,998,7,59,31.5,210,-9999,10,Partly Cloudy
"1:50 PM GMT on November 22, 2017",15,997,6,55,33.3,200,-9999,10,Partly Cloudy
"2:20 PM GMT on November 22, 2017",15,997,7,59,31.5,200,-9999,10,Partly Cloudy
"2:50 PM GMT on November 22, 2017",15,997,7,59,31.5,190,-9999,-9999,Clear
"3:20 PM GMT on November 22, 2017",13,997,7,67,27.8,190,-9999,10,Partly Cloudy
"3:50 PM GMT on November 22, 2017",12,997,5,62,25.9,190,-9999,10,Partly Cloudy
"4:50 PM GMT on November 22, 2017",13,995,5,58,33.3,190,-9999,-9999,Clear
"5:20 PM GMT on November 22, 2017",13,995,5,58,33.3,190,-9999,-9999,Clear
"5:50 PM GMT on November 22, 2017",13,995,5,58,29.6,180,-9999,-9999,Clear
"6:20 PM GMT on November 22, 2017",14,994,5,55,29.6,180,-9999,-9999,Clear
"6:50 PM GMT on November 22, 2017",13,993,5,58,27.8,190,-9999,-9999,Clear
"7:20 PM GMT on November 22, 2017",13,993,5,58,29.6,180,-9999,-9999,Clear
"7:50 PM GMT on November 22, 2017",13,992,5,58,27.8,190,-9999,-9999,Clear
"8:20 PM GMT on November 22, 2017",15,992,6,55,40.7,190,-9999,-9999,Clear
"8:50 PM GMT on November 22, 2017",15,992,7,59,37,200,-9999,-9999,Clear
"9:20 PM GMT on November 22, 2017",15,992,6,55,38.9,200,-9999,10,Scattered Clouds
"9:50 PM GMT on November 22, 2017",15,991,6,55,44.4,210,-9999,10,Mostly Cloudy
"10:20 PM GMT on November 22, 2017",16,991,8,59,51.9,210,-9999,10,Partly Cloudy
"10:50 PM GMT on November 22, 2017",16,991,8,59,40.7,200,-9999,10,Partly Cloudy
"11:50 PM GMT on November 22, 2017",15,990,7,59,37,200,-9999,10,Partly Cloudy
"12:20 AM GMT on November 23, 2017",16,990,7,55,46.3,210,-9999,10,Light Rain Showers
"2:20 AM GMT on November 23, 2017",13,988,6,63,35.2,190,-9999,10,Light Rain Showers
"3:20 AM GMT on November 23, 2017",15,987,8,63,40.7,200,-9999,10,Light Rain Showers
"3:50 AM GMT on November 23, 2017",14,987,9,72,38.9,200,-9999,10,Light Rain Showers
"4:20 AM GMT on November 23, 2017",14,987,10,77,40.7,200,-9999,10,Rain Showers
"5:20 AM GMT on November 23, 2017",13,988,10,82,25.9,200,-9999,10,Light Rain
"5:50 AM GMT on November 23, 2017",13,988,10,82,25.9,220,-9999,10,Light Rain
"6:20 AM GMT on November 23, 2017",13,989,10,82,27.8,230,-9999,10,Scattered Clouds
"6:50 AM GMT on November 23, 2017",13,990,9,77,37,250,-9999,10,Scattered Clouds
"7:20 AM GMT on November 23, 2017",13,991,9,77,24.1,230,-9999,10,Scattered Clouds
"7:50 AM GMT on November 23, 2017",13,992,9,77,25.9,230,-9999,10,Scattered Clouds
"8:20 AM GMT on November 23, 2017",13,993,9,77,29.6,230,-9999,7,Rain Showers
"8:50 AM GMT on November 23, 2017",11,994,5,67,35.2,270,-9999,7,Mostly Cloudy
"9:20 AM GMT on November 23, 2017",10,995,3,62,33.3,260,-9999,10,Partly Cloudy
"9:50 AM GMT on November 23, 2017",11,995,2,54,35.2,260,-9999,10,Partly Cloudy
"10:50 AM GMT on November 23, 2017",11,998,2,54,25.9,250,-9999,10,Partly Cloudy
"11:20 AM GMT on November 23, 2017",10,999,2,58,31.5,250,-9999,-9999,Clear
"11:50 AM GMT on November 23, 2017",11,999,2,54,33.3,240,-9999,10,Partly Cloudy
"12:20 PM GMT on November 23, 2017",11,1000,2,54,35.2,240,-9999,10,Partly Cloudy
"12:50 PM GMT on November 23, 2017",11,1000,2,54,37,230,-9999,10,Partly Cloudy
"1:20 PM GMT on November 23, 2017",11,1000,1,50,33.3,230,-9999,-9999,Clear
"1:50 PM GMT on November 23, 2017",12,1001,1,47,37,240,-9999,10,Partly Cloudy
"2:20 PM GMT on November 23, 2017",12,1001,0,44,35.2,240,-9999,10,Partly Cloudy
"2:50 PM GMT on November 23, 2017",11,1002,0,47,35.2,230,-9999,-9999,Clear
"3:20 PM GMT on November 23, 2017",10,1002,0,50,33.3,240,-9999,-9999,Clear
"3:50 PM GMT on November 23, 2017",11,1002,2,54,25.9,240,-9999,-9999,Clear
"4:20 PM GMT on November 23, 2017",9,1003,2,62,22.2,230,-9999,-9999,Clear
"4:50 PM GMT on November 23, 2017",9,1003,2,62,24.1,230,-9999,-9999,Clear
"5:20 PM GMT on November 23, 2017",9,1004,2,62,20.4,230,-9999,-9999,Clear
"5:50 PM GMT on November 23, 2017",9,1004,2,62,22.2,230,-9999,10,Scattered Clouds
"6:20 PM GMT on November 23, 2017",9,1005,2,62,24.1,220,-9999,10,Partly Cloudy
"6:50 PM GMT on November 23, 2017",8,1005,2,66,16.7,230,-9999,10,Partly Cloudy
"7:20 PM GMT on November 23, 2017",7,1006,2,71,14.8,230,-9999,-9999,Clear
"7:50 PM GMT on November 23, 2017",8,1006,3,71,18.5,230,-9999,-9999,Clear
"8:20 PM GMT on November 23, 2017",9,1006,3,66,14.8,240,-9999,-9999,Clear
"8:50 PM GMT on November 23, 2017",9,1006,3,66,13,230,-9999,-9999,Clear
"9:20 PM GMT on November 23, 2017",8,1006,3,71,13,230,-9999,-9999,Clear
"9:50 PM GMT on November 23, 2017",8,1006,3,71,14.8,230,-9999,-9999,Clear
"10:20 PM GMT on November 23, 2017",9,1006,4,71,20.4,200,-9999,-9999,Clear
"10:50 PM GMT on November 23, 2017",8,1006,3,71,18.5,220,-9999,-9999,Clear
"11:20 PM GMT on November 23, 2017",8,1006,3,71,13,230,-9999,-9999,Clear
"11:50 PM GMT on November 23, 2017",8,1005,3,71,18.5,210,-9999,-9999,Clear
"12:20 AM GMT on November 24, 2017",8,1005,3,71,18.5,210,-9999,-9999,Clear
"12:50 AM GMT on November 24, 2017",8,1006,3,71,5.6,330,-9999,-9999,Clear
"1:50 AM GMT on November 24, 2017",7,1006,3,76,11.1,290,-9999,-9999,Clear
"2:50 AM GMT on November 24, 2017",7,1006,3,76,5.6,230,-9999,-9999,Clear
"4:20 AM GMT on November 24, 2017",6,1006,3,81,7.4,250,-9999,10,Mostly Cloudy
"4:50 AM GMT on November 24, 2017",7,1007,3,76,9.3,260,-9999,10,Mostly Cloudy
"5:20 AM GMT on November 24, 2017",7,1007,3,76,3.7,280,-9999,10,Mostly Cloudy
"5:50 AM GMT on November 24, 2017",7,1007,3,76,7.4,320,-9999,10,Scattered Clouds
"6:20 AM GMT on November 24, 2017",6,1008,2,76,9.3,270,-9999,-9999,Clear
"7:20 AM GMT on November 24, 2017",6,1009,2,76,7.4,290,-9999,-9999,Clear
"7:50 AM GMT on November 24, 2017",6,1009,2,76,7.4,270,-9999,-9999,Clear
"8:20 AM GMT on November 24, 2017",6,1009,2,76,5.6,0,-9999,-9999,Clear
"8:50 AM GMT on November 24, 2017",7,1009,2,71,9.3,310,-9999,-9999,Clear
"9:20 AM GMT on November 24, 2017",7,1010,3,76,11.1,320,-9999,-9999,Clear
"9:50 AM GMT on November 24, 2017",7,1010,2,71,11.1,320,-9999,-9999,Clear
"10:20 AM GMT on November 24, 2017",6,1011,1,70,5.6,0,-9999,-9999,Clear
"10:50 AM GMT on November 24, 2017",7,1011,2,71,11.1,310,-9999,-9999,Clear
"11:20 AM GMT on November 24, 2017",7,1011,1,66,9.3,310,-9999,-9999,Clear
"11:50 AM GMT on November 24, 2017",8,1011,2,66,5.6,0,-9999,-9999,Clear
"12:20 PM GMT on November 24, 2017",7,1011,1,66,7.4,310,-9999,-9999,Clear
"12:50 PM GMT on November 24, 2017",7,1011,1,66,5.6,0,-9999,-9999,Clear
"1:20 PM GMT on November 24, 2017",7,1011,1,66,3.7,0,-9999,-9999,Clear
"1:50 PM GMT on November 24, 2017",7,1011,1,66,5.6,300,-9999,-9999,Clear
"2:20 PM GMT on November 24, 2017",7,1011,1,66,7.4,300,-9999,-9999,Clear
"2:50 PM GMT on November 24, 2017",7,1011,1,66,3.7,0,-9999,-9999,Clear
"3:20 PM GMT on November 24, 2017",7,1012,1,66,3.7,0,-9999,-9999,Clear
"3:50 PM GMT on November 24, 2017",6,1012,1,70,5.6,300,-9999,-9999,Clear
"4:20 PM GMT on November 24, 2017",5,1012,1,76,7.4,310,-9999,-9999,Clear
"5:20 PM GMT on November 24, 2017",4,1012,1,81,3.7,270,-9999,-9999,Clear
"5:50 PM GMT on November 24, 2017",3,1012,0,81,5.6,300,-9999,-9999,Clear
"6:20 PM GMT on November 24, 2017",2,1012,-1,81,5.6,310,-9999,-9999,Clear
"6:50 PM GMT on November 24, 2017",2,1012,-1,81,3.7,320,-9999,-9999,Clear
"7:20 PM GMT on November 24, 2017",0,1012,-2,87,3.7,280,-9999,-9999,Clear
"7:50 PM GMT on November 24, 2017",-1,1012,-3,86,3.7,290,-9999,-9999,Clear
"8:20 PM GMT on November 24, 2017",-1,1012,-3,86,5.6,240,-9999,-9999,Clear
"8:50 PM GMT on November 24, 2017",-1,1012,-3,86,5.6,270,-9999,-9999,Clear
"9:20 PM GMT on November 24, 2017",-1,1012,-3,86,3.7,270,-9999,-9999,Clear
"9:50 PM GMT on November 24, 2017",-2,1012,-3,93,3.7,270,-9999,-9999,Clear
"10:20 PM GMT on November 24, 2017",-1,1012,-2,93,5.6,270,-9999,-9999,Clear
"10:50 PM GMT on November 24, 2017",-2,1012,-4,86,5.6,260,-9999,-9999,Clear
"11:20 PM GMT on November 24, 2017",-2,1012,-4,86,5.6,270,-9999,-9999,Clear
"11:50 PM GMT on November 24, 2017",-2,1012,-4,86,5.6,290,-9999,-9999,Clear
"12:20 AM GMT on November 25, 2017",-1,1012,-3,86,3.7,240,-9999,-9999,Clear
"1:20 AM GMT on November 25, 2017",-2,1012,-3,93,5.6,240,-9999,-9999,Clear
"2:20 AM GMT on November 25, 2017",0,1012,-2,87,5.6,260,-9999,-9999,Clear
"3:20 AM GMT on November 25, 2017",0,1011,-2,87,5.6,200,-9999,-9999,Clear
"4:20 AM GMT on November 25, 2017",0,1011,-2,87,5.6,270,-9999,-9999,Clear
"4:50 AM GMT on November 25, 2017",0,1012,-2,87,9.3,290,-9999,-9999,Clear
"5:20 AM GMT on November 25, 2017",1,1012,-2,81,7.4,250,-9999,-9999,Clear
"5:50 AM GMT on November 25, 2017",0,1012,-2,87,5.6,250,-9999,-9999,Clear
"6:20 AM GMT on November 25, 2017",1,1012,-2,81,7.4,270,-9999,10,Partly Cloudy
"6:50 AM GMT on November 25, 2017",1,1012,-1,87,13,270,-9999,10,Mostly Cloudy
"7:20 AM GMT on November 25, 2017",1,1013,-1,87,7.4,270,-9999,10,Partly Cloudy
"7:50 AM GMT on November 25, 2017",2,1013,-1,81,13,270,-9999,-9999,Clear
"8:20 AM GMT on November 25, 2017",2,1014,-1,81,13,270,-9999,-9999,Clear
"8:50 AM GMT on November 25, 2017",2,1014,-1,81,13,270,-9999,-9999,Clear
"9:20 AM GMT on November 25, 2017",2,1014,-1,81,16.7,270,-9999,-9999,Clear
"9:50 AM GMT on November 25, 2017",4,1015,1,81,16.7,270,-9999,-9999,Clear
"10:20 AM GMT on November 25, 2017",4,1015,-1,70,16.7,270,-9999,-9999,Clear
"10:50 AM GMT on November 25, 2017",4,1015,-1,70,18.5,270,-9999,-9999,Clear
"11:20 AM GMT on November 25, 2017",5,1015,0,70,18.5,270,-9999,10,Partly Cloudy
"11:50 AM GMT on November 25, 2017",6,1015,0,66,24.1,270,-9999,10,Partly Cloudy
"12:20 PM GMT on November 25, 2017",5,1015,0,70,31.5,310,-9999,10,Partly Cloudy
"12:50 PM GMT on November 25, 2017",7,1015,0,61,22.2,280,-9999,10,Scattered Clouds
"1:50 PM GMT on November 25, 2017",7,1015,1,66,16.7,290,-9999,10,Scattered Clouds
"2:20 PM GMT on November 25, 2017",8,1016,-1,53,20.4,280,-9999,10,Scattered Clouds
"2:50 PM GMT on November 25, 2017",8,1016,-1,53,22.2,280,-9999,10,Mostly Cloudy
"3:20 PM GMT on November 25, 2017",7,1016,-1,57,18.5,280,-9999,10,Mostly Cloudy
"3:50 PM GMT on November 25, 2017",5,1016,-1,65,18.5,280,-9999,10,Scattered Clouds
"4:20 PM GMT on November 25, 2017",5,1017,-1,65,16.7,280,-9999,10,Partly Cloudy
"4:50 PM GMT on November 25, 2017",6,1017,0,66,16.7,280,-9999,10,Partly Cloudy
"5:20 PM GMT on November 25, 2017",5,1017,-1,65,18.5,260,-9999,10,Scattered Clouds
"5:50 PM GMT on November 25, 2017",5,1018,-1,65,14.8,270,-9999,10,Partly Cloudy
"6:20 PM GMT on November 25, 2017",5,1018,-1,65,16.7,270,-9999,10,Partly Cloudy
"7:20 PM GMT on November 25, 2017",4,1018,-1,70,16.7,260,-9999,-9999,Clear
"7:50 PM GMT on November 25, 2017",4,1019,-1,70,18.5,260,-9999,-9999,Clear
"8:20 PM GMT on November 25, 2017",4,1019,-1,70,20.4,260,-9999,-9999,Clear
"8:50 PM GMT on November 25, 2017",4,1019,-1,70,20.4,260,-9999,-9999,Clear
"9:20 PM GMT on November 25, 2017",3,1019,-2,70,24.1,260,-9999,-9999,Clear
"9:50 PM GMT on November 25, 2017",4,1019,-1,70,22.2,250,-9999,-9999,Clear
"10:20 PM GMT on November 25, 2017",4,1019,-1,70,22.2,260,-9999,-9999,Clear
"10:50 PM GMT on November 25, 2017",3,1020,-1,75,20.4,250,-9999,-9999,Clear
"11:20 PM GMT on November 25, 2017",3,1020,-1,75,20.4,260,-9999,-9999,Clear
"12:50 AM GMT on November 26, 2017",3,1020,-1,75,24.1,260,-9999,-9999,Clear
"2:20 AM GMT on November 26, 2017",3,1020,-1,75,24.1,270,-9999,-9999,Clear
"3:50 AM GMT on November 26, 2017",3,1021,-1,75,22.2,270,-9999,-9999,Clear
"5:20 AM GMT on November 26, 2017",3,1021,-1,75,22.2,260,-9999,-9999,Clear
"5:50 AM GMT on November 26, 2017",3,1021,-1,75,22.2,270,-9999,-9999,Clear
"6:50 AM GMT on November 26, 2017",3,1021,-1,75,22.2,260,-9999,-9999,Clear
"7:20 AM GMT on November 26, 2017",3,1022,-1,75,20.4,270,-9999,-9999,Clear
"7:50 AM GMT on November 26, 2017",3,1022,-1,75,24.1,270,-9999,-9999,Clear
"8:20 AM GMT on November 26, 2017",2,1022,-1,81,22.2,270,-9999,-9999,Clear
"8:50 AM GMT on November 26, 2017",3,1023,-1,75,27.8,270,-9999,-9999,Clear
